NAME PORT;CODE;COUNTRY;CITY;LATITUD;LONGITUD;TYPE;;NAME SHIPPING LINE;TYPE;CODE;;transporte:;;Contenedor
San Vicente;CLSVE;CL;;-36.7;-73.13;ocean;;Portugália;air;NI-PGA;;;;
Talcahuano;CLTAL;CL;;-36.73;-73.12;ocean;;Nextjet;air;2N-NTJ;;;;
Talcahuano;CLTHO;CL;;-367.247.834;-731.169.808;ocean;;Samoa Airways;air;OL-PAO;;;;
Tome;CLTOM;CL;;-36.6;-72.95;ocean;;KrasAvia;air;KI-SSJ;;;;
Tocopilla;CLTOQ;CL;;-22.08;-70.18;ocean;;UPS Airlines;air;5X-UPS;;;;
Taltal;CLTTC;CL;;-25.4;-70.47;ocean;;Cape Air;air;9K-KAP;;;;
Valparaiso;CLVAP;CL;;-33.03;-71.63;ocean;;PSA Airlines;air;OH-JIA;;;;
Castro;CLWCA;CL;;-42.47;-73.77;ocean;;UVT Aero;air;RT-UVT;;;;
Chaiten;CLWCH;CL;;-42.92;-72.7;ocean;;Grozny Avia;air;ZG-GOZ;;;;
Puerto Aisen;CLWPA;CL;;-45.38;-72.7;ocean;;Air Saint-Pierre;air;PJ-SPM;;;;
Puerto Williams;CLWPU;CL;;-54.92;-67.62;ocean;;Tropic Air;air;9N-TOS;;;;
Ancud;CLZUD;CL;;-41.85;-73.83;ocean;;Safari Link;air;F2-XLK;;;;
Douala;CMDLA;CM;;40.510.564;97.678.687;ocean;;FlyDamas;air;4J-FDK;;;;
Bayuquan;CNBAY;CN;;40.230.636;122.107.814;ocean;;Shree Airlines;air;N9-SHA;;;;
Beihai Fucheng Apt;CNBHY;CN;;22.815.478;108.327.546;ocean;;United Airways Bangladesh;air;4H-UBD;;;;
Beijiao;CNBJO;CN;;26.35;119.92;ocean;;Air Atlanta Icelandic;air;CC-ABD;;;;
Guangzhou;CNCAN;CN;;2.312.911;113.264.385;ocean;;Norwegian Air Shuttle;air;DY-NAX;;;;
Changshu;CNCGU;CN;;31.653.686;120.752.503;ocean;;Air Niamey;air;A7-AWN;;;;
Chongqing;CNCKG;CN;;2.956.301;106.551.557;ocean;;Yamal Airlines;air;YC-LLM;;;;
Chaozhou Port;CNCOZ;CN;;23.67;116.63;ocean;;Air Rarotonga;air;GZ-RAR;;;;
Changsha;CNCSX;CN;;28.228.209;112.938.814;ocean;;easyJet Europe;air;U2-EJU;;;;
Chengdu;CNCTU;CN;;30.572.269;104.066.541;ocean;;Passaredo Linhas Aéreas;air;2Z-PTB;;;;
Chiwan Port;CNCWN;CN;;22.48;113.88;ocean;;LATAM Ecuador;air;XL-LNE;;;;
Dagang;CNDAA;CN;;33.189.192;120.103.473;ocean;;Pacific Airways Inc;air;3F--;;;;
Dalian;CNDAL;CN;;38.914.003;121.614.682;ocean;;Pacific Air Express;air;PE-PAQ;;;;
Dongguan Port;CNDGG;CN;;23.020.536;113.751.765;ocean;;Amapola Flyg;air;HP-APF;;;;
Dalian;CNDLC;CN;;38.914.003;121.614.682;ocean;;Insel Air Aruba;air;8I-NLU;;;;
Doumen Port;CNDOU;CN;;22.2;113.28;ocean;;Trans Air Benin;air;N4-TNB;;;;
Fangcheng Port;CNFAN;CN;;21.77;108.35;ocean;;Croatia Airlines;air;OU-CTN;;;;
Fuyong;CNFNG;CN;;22.65;113.78;ocean;;Sky Express;air;GQ-SHE;;;;
Foshan;CNFOS;CN;;23.03;113.1;ocean;;Air Bucharest;air;B1-BUR;;;;
Fuqing;CNFUG;CN;;25.720.381;119.383.811;ocean;;Cardig Air;air;8F-CAD;;;;
Gongyi;CNGGY;CN;;234.033.077;113.218.364;ocean;;Transportes Aéreos Guatemaltecos;air;5U-TGU;;;;
Gongming;CNGOG;CN;;22.78;113.87;ocean;;Trigana Air Service;air;IL-TGN;;;;
Gaoming Port;CNGOM;CN;;22.88;112.83;ocean;;Swift Air;air;WQ-SWQ;;;;
Guigang;CNGUG;CN;;23.1;109.6;ocean;;NordStar;air;Y7-TYA;;;;
Haikou;CNHAK;CN;;20.044.002;110.198.293;ocean;;Airbus Transport International;air;4Y-BGA;;;;
Huadu;CNHDU;CN;;23.4;113.22;ocean;;Denim Air;air;G6-DNM;;;;
Hebei;CNHEB;CN;;39.88;115.27;ocean;;Swiftair;air;WT-SWT;;;;
Hangzhou;CNHGH;CN;;30.274.085;12.015.507;ocean;;Frontier Flying Service;air;2F-FTA;;;;
Haimen;CNHME;CN;;321.041.568;1.214.530.792;ocean;;White;air;WI-WHT;;;;
Humen Port;CNHMN;CN;;22.83;113.67;ocean;;Kaya Airlines;air;IK-TWM;;;;
Heshan Port;CNHSN;CN;;22.77;112.95;ocean;;Polar Air Cargo;air;PO-PAC;;;;
Huangpu Port;CNHUA;CN;;23.106.899;113.459.714;ocean;;Danish Air Transport;air;DX-DTR;;;;
Huludao Port;CNHUD;CN;;40.75;120.85;ocean;;FlyMontserrat;air;5M-MNT;;;;
Huizhou Port;CNHUI;CN;;23.08;114.37;ocean;;Air Vanuatu;air;NF-AVN;;;;
Jingzhou;CNJGZ;CN;;30.35;112.18;ocean;;TAROM Romanian Air Transport;air;RO-ROT;;;;
Jiangyin Port;CNJIA;CN;;31.9;120.28;ocean;;Lineas Aéreas Suramericanas;air;4L-LAU;;;;
Jian;CNJIN;CN;;27.12;114.97;ocean;;Bulgarian Air Charter;air;1T-BUC;;;;
Jiujiang Port;CNJIU;CN;;29.72;115.97;ocean;;SF Airlines;air;O3-CSS;;;;
Jiangmen Port;CNJMN;CN;;22.58;113.07;ocean;;Jetstar Asia;air;3K-JSA;;;;
Jinzhou Port;CNJNZ;CN;;41.12;121.15;ocean;;JetSmart;air;JA-JAT;;;;
Jiao Xin;CNJXN;CN;;227.024.799;1.133.136.949;ocean;;LATAM;air;LA-LAN;;;;
Jiuzhou Port;CNJZU;CN;;24.288.615;116.122.239;ocean;;Copa Airlines;air;CM-CMP;;;;
Nanchang;CNKHN;CN;;28.682.892;115.858.198;ocean;;Middle East Airlines;air;ME-MEA;;;;
Kunming;CNKMG;CN;;24.880.095;102.832.892;ocean;;Ernest Airways;air;EG-ERN;;;;
Kaiping;CNKPN;CN;;39.7;118.3;ocean;;Binter Canarias;air;NT-IBB;;;;
Lanshi Port;CNLAN;CN;;229.701.602;113.981.592;ocean;;ViaAir;air;VC-SRY;;;;
Longhua;CNLGH;CN;;2.263.964;114.020.921;ocean;;Iran Air;air;IR-IRA;;;;
Lianhuashan Port;CNLIH;CN;;23.02;115.27;ocean;;AirBridge Cargo;air;RU-ABW;;;;
Longkou Port;CNLKU;CN;;37.65;120.35;ocean;;YTO Cargo;air;YG-HYT;;;;
Lanshi;CNLSI;CN;;26.15;113.6;ocean;;VLM Airlines Slovenia;air;VO-WLM;;;;
Lianyungang;CNLYG;CN;;34.72;119.43;ocean;;PNG Air;air;CG-TOK;;;;
Liuzhou Port;CNLZH;CN;;23.32;109.4;ocean;;Bhutan Airlines;air;B3-BTN;;;;
Mawei Port;CNMAW;CN;;25.98;119.45;ocean;;NAM Air;air;IN-LKN;;;;
Maoming;CNMMI;CN;;21.662.999;110.925.456;ocean;;Lao Airlines;air;QV-LAO;;;;
Mawan Port;CNMWN;CN;;22.45;113.88;ocean;;Regional Express;air;ZL-RXA;;;;
Mianyang;CNMYG;CN;;31.5;104.7;ocean;;Qazaq Air;air;IQ-QAZ;;;;
Nanhai Port;CNNAH;CN;;23.02;113.15;ocean;;Branson AirExpress;air;1X--;;;;
Ningbo;CNNBO;CN;;29.868.336;12.154.399;ocean;;Nepal Airlines;air;RA-RNA;;;;
Ningbo;CNNGB;CN;;29.868.336;12.154.399;ocean;;Grand China Airlines;air;CN-GDC;;;;
Nangang;CNNGG;CN;;230.372.705;1.132.004.523;ocean;;UniWorld Air Cargo;air;U7-UCG;;;;
Nanjing;CNNKG;CN;;32.060.255;118.796.877;ocean;;Tibet Airlines;air;TV-TBA;;;;
Nanning;CNNNG;CN;;22.817.002;108.366.543;ocean;;Tigerair Taiwan;air;IT-TTW;;;;
Nansha Port;CNNSA;CN;;22.75;113.58;ocean;;SAS Scandinavian Airlines;air;SK-SAS;;;;
Nantong Port;CNNTG;CN;;32.02;120.85;ocean;;AnadoluJet;air;TK-AJA;;;;
Shiqiao;CNPNY;CN;;22.95;113.37;ocean;;Tailwind Airlines;air;TI-TWI;;;;
Putian;CNPUT;CN;;24.43;119.02;ocean;;Plus Ultra Líneas Aéreas;air;PU-PUE;;;;
Qianwan;CNQAW;CN;;36.05;120.22;ocean;;Swoop;air;WO-WSW;;;;
Qingdao;CNQIN;CN;;36.067.117;120.382.612;ocean;;SkyWest Airlines;air;OO-SKW;;;;
Qingyuan;CNQYN;CN;;23.681.764;113.056.031;ocean;;Mokulele Airlines;air;MW-MHO;;;;
Quanzhou Port;CNQZJ;CN;;24.93;118.6;ocean;;DOT LT;air;R6-DNU;;;;
Rongqi Port;CNROQ;CN;;22.78;113.27;ocean;;MAYAir;air;7M-MYI;;;;
Rizhao Port;CNRZH;CN;;35.38;119.53;ocean;;Jet Airways;air;9W-JAI;;;;
Sanbu Port;CNSBU;CN;;2.236.821;112.716.189;ocean;;Donghai Airlines;air;DZ-EPA;;;;
Shuidong Port;CNSDG;CN;;21.52;111;ocean;;Xpress Air;air;XN-XAR;;;;
Shanghai;CNSGH;CN;;31.230.416;121.473.701;ocean;;Air Indus;air;I6-MPK;;;;
Shanghai;CNSHA;CN;;31.230.416;121.473.701;ocean;;Wataniya Airways;air;Q9-WAN;;;;
Shekou Port;CNSHK;CN;;22.48;113.92;ocean;;West Coast Air;air;8O-YWZ;;;;
Qinhuangdao Port;CNSHP;CN;;39.92;119.58;ocean;;Air Antilles;air;3S-GUY;;;;
Shatian;CNSIN;CN;;22.919.003;113.617.788;ocean;;CityLine Hungary;air;ZM-CNB;;;;
Sanshui;CNSJQ;CN;;23.17;112.87;ocean;;Aerocontractors;air;AJ-NIG;;;;
Shenwan;CNSNW;CN;;222.815.335;1.133.640.848;ocean;;Everts Air;air;5V-VTS;;;;
Sanshan(Nanhai);CNSSH;CN;;230.359.965;1.132.413.272;ocean;;Xiamen Airlines;air;MF-CXA;;;;
Shunde Port;CNSUD;CN;;22.83;113.25;ocean;;Susi Air;air;SI-SQS;;;;
Jieyang Chaoshan Apt;CNSWA;CN;;23.132.191;113.266.531;ocean;;Allegiant Air;air;G4-AAY;;;;
Shanwei Port;CNSWE;CN;;22.78;115.35;ocean;;Air Chang\an;air;9H-CGN;;;;
Shenzhen Baoan;CNSZX;CN;;22.555.259;11.388.402;ocean;;Swiss Global Air Lines;air;LZ-SWU;;;;
Taicang;CNTAG;CN;;31.457.735;12.113.055;ocean;;Carpatair;air;V3-KRP;;;;
Qingdao;CNTAO;CN;;36.067.117;120.382.612;ocean;;Vision Airlines;air;V2-RBY;;;;
Taiping;CNTAP;CN;;21.03;110.17;ocean;;Dniproavia;air;Z6-UDN;;;;
Taicheng(Taishan);CNTHG;CN;;22.25;112.78;ocean;;Air Hong Kong;air;LD-AHK;;;;
Tianjin;CNTSN;CN;;39.084.158;117.200.983;ocean;;China Express Airlines;air;G5-HXA;;;;
Tianjin New Port;CNTXG;CN;;38.98;117.7;ocean;;Novair;air;N9-NVR;;;;
Taizhou;CNTZO;CN;;32.48;119.9;ocean;;BA CityFlyer;air;CJ-CFE;;;;
Wanzai;CNWAZ;CN;;22.18;113.52;ocean;;Indonesia AirAsia X;air;XT-IDX;;;;
Weihai;CNWEI;CN;;37.52;122.12;ocean;;Air Tahiti Nui;air;TN-THT;;;;
Wuhu Port;CNWHI;CN;;31.32;118.37;ocean;;Vueling Airlines;air;VY-VLG;;;;
Wenzhou;CNWNZ;CN;;27.994.267;120.699.367;ocean;;Iran Aseman Airlines;air;EP-IRC;;;;
Wuhan;CNWUH;CN;;30.593.099;114.305.393;ocean;;Brit Air;air;DB-BZH;;;;
Xinfeng;CNXAB;CN;;2.405.976;114.206.867;ocean;;Safi Airways;air;4Q-SFW;;;;
Xiamen;CNXAM;CN;;24.479.834;118.089.425;ocean;;Finnair;air;AY-FIN;;;;
Xingang;CNXGA;CN;;390.065.118;1.176.849.329;ocean;;OpenSkies;air;EC-BOS;;;;
Xingang;CNXGG;CN;;390.065.118;1.176.849.329;ocean;;Alaska Central Express;air;KO-AER;;;;
Xiaolan;CNXIL;CN;;22.671.394;1.132.514;ocean;;South African Express Airways;air;XZ-EXY;;;;
Xinhui Port;CNXIN;CN;;22.53;113.02;ocean;;GX Airlines;air;GX-CBG;;;;
Xintang Port;CNXIT;CN;;23.12;113.62;ocean;;S7 Airlines;air;S7-SBI;;;;
Xiamen;CNXMN;CN;;24.479.834;118.089.425;ocean;;Nordwind Airlines;air;N4-NWS;;;;
Yangshan;CNYAN;CN;;29.476.705;121.869.339;ocean;;Primera Air;air;PF-PRI;;;;
Yichang;CNYIC;CN;;30.7;111.28;ocean;;Sundair;air;SR-SDR;;;;
Yingkou Port;CNYIK;CN;;40.65;122.22;ocean;;Air Canada Rouge;air;RV-ROU;;;;
Yangjiang Port;CNYJI;CN;;21.83;111.97;ocean;;flyCAA;air;BU-FPY;;;;
Yunfu;CNYNF;CN;;22.915.094;112.044.491;ocean;;ATU Cargo;air;DV--;;;;
Yantai;CNYNT;CN;;37.463.822;121.447.935;ocean;;AirTanker;air;9L-TOW;;;;
Yangpu Port;CNYPG;CN;;19.7;109.2;ocean;;Caspian Airlines;air;IV-CPN;;;;
Beijiao;CNYQS;CN;;22.928.305;113.207.187;ocean;;Bemidji Airlines;air;CH-BMJ;;;;
Yantai;CNYTG;CN;;37.463.822;121.447.935;ocean;;Volotea Airlines;air;V7-VOE;;;;
Yantian Port;CNYTN;CN;;26.85;119.87;ocean;;Thomas Cook Airlines;air;MT-TCX;;;;
Yangzhou Port;CNYZH;CN;;32.38;119.43;ocean;;Titan Airways;air;ZT-AWC;;;;
Zhapu(Zhejiang);CNZAP;CN;;30.603.546;121.095.594;ocean;;LATAM Cargo Chile;air;UC-LCO;;;;
Zhanjiang Potou Apt;CNZHA;CN;;23.132.191;113.266.531;ocean;;Berjaya Air;air;J8-BVT;;;;
Zhenjiang Port;CNZHE;CN;;32.18;119.45;ocean;;Danube Wings;air;V5-VPA;;;;
Zhangjiagang;CNZJG;CN;;31.87;120.53;ocean;;Air Serbia;air;JU-ASL;;;;
Zhoushan Port;CNZOS;CN;;29.985.295;122.207.216;ocean;;Corsair;air;SS-CRL;;;;
Zhaoqing Port;CNZQG;CN;;23.05;112.45;ocean;;Kenn Borek Air;air;4K-KBA;;;;
Zhongshan Port;CNZSN;CN;;22.52;113.37;ocean;;Tus Airways;air;U8-CYF;;;;
Zhuhai Port;CNZUH;CN;;22.28;113.57;ocean;;Indonesia Air Transport;air;I8-IDA;;;;
Barranquilla;COBAQ;CO;;110.041.072;-748.069.813;ocean;;Nesma Airlines;air;NE-NMA;;;;
Buenaventura;COBUN;CO;;38.830.471;-770.197.212;ocean;;Edelweiss Air;air;WK-EDW;;;;
Cartagena;COCTG;CO;;103.910.485;-754.794.257;ocean;;National Airlines;air;N8-NCR;;;;
Puerto Bolivar;COPBO;CO;;10.68;-74.73;ocean;;Cielos Airlines (Cielos del Peru);air;A2-CIU;;;;
Santa Marta;COSMR;CO;;112.403.547;-742.110.227;ocean;;EVA Air;air;BR-EVA;;;;
Tumaco;COTCO;CO;;180.009;-78.802.094;ocean;;Max Air;air;VM-NGL;;;;
Caldera;CRCAL;CR;;9.95;-84.72;ocean;;Kyrgyzstan Air Company;air;QH-LYN;;;;
Golfito;CRGLF;CR;;8.65;-83.15;ocean;;Condor Flugdienst;air;DE-CFG;;;;
Puerto Limon;CRLIO;CR;;10;-83.03;ocean;;Ellinair;air;EL-ELB;;;;
Moin;CRMOB;CR;;10;-83.08;ocean;;IndiGo;air;6E-IGO;;;;
Puntarenas;CRPAS;CR;;9.97;-84.83;ocean;;SkyWork Airlines;air;SX-SRK;;;;
Puerto Caldera;CRPCA;CR;;99.328.525;-840.869.419;ocean;;Olympic Air;air;OA-OAL;;;;
San Jose;CRSJO;CR;;9.93;-84.08;ocean;;Jetstar;air;JQ-JST;;;;
La Habana;CUHAV;CU;;23.12;-82.35;ocean;;Daallo Airlines;air;D3-DAO;;;;
Mariel;CUMAR;CU;;23;-82.75;ocean;;Aeromar;air;VW-TAO;;;;
Matanzas;CUQMA;CU;;225.767.123;-813.399.414;ocean;;Welcome Air;air;2W-WLC;;;;
Santiago de Cuba;CUSCU;CU;;2.001.693;-758.301.537;ocean;;Equaflight;air;E7-EKA;;;;
Mindelo;CVMIN;CV;;16.88;-25;ocean;;Freedom Air;air;FP-FRE;;;;
Palmeira;CVPAL;CV;;167.582.698;-229.788.596;ocean;;Tandem Aero;air;TQ-TDM;;;;
Praia;CVRAI;CV;;1.493.305;-235.133.267;ocean;;Air Namibia;air;SW-NMB;;;;
Limassol;CYLMS;CY;;34.68;33.05;ocean;;Ameriflight;air;A8-AMF;;;;
Nicosia;CYNIC;CY;;35.17;33.37;ocean;;Firefly;air;FY-FFM;;;;
Paphos;CYPFO;CY;;34.77;32.42;ocean;;Air Japan;air;NQ-AJX;;;;
Bahlingen;DEBEZ;DE;;481.214.009;77.425.338;ocean;;Trade Air;air;C3-TDR;;;;
Bingen am Rhein;DEBIN;DE;;49.97;7.88;ocean;;Germania;air;ST-GMI;;;;
Brake;DEBKE;DE;;53.33;8.48;ocean;;Biman Bangladesh Airlines;air;BG-BBC;;;;
Bad Oeynhausen;DEBOY;DE;;522.084.623;88.009.706;ocean;;Global Africa Aviation;air;Z5-GAA;;;;
Bramel;DEBRA;DE;;53.55;8.7;ocean;;Calafia Airlines;air;A7-CFV;;;;
Brunsbuttel;DEBRB;DE;;538.988.902;91.338.853;ocean;;Siam Air;air;O8-SQM;;;;
Bremen;DEBRE;DE;;530.792.962;88.016.937;ocean;;Icelandair;air;FI-ICE;;;;
Bremerhaven;DEBRV;DE;;535.395.845;85.809.424;ocean;;Bristow Helicopters;air;UH-BHL;;;;
Burgstaaken / Fehmarn;DEBSK;DE;;544.191.983;111.925.499;ocean;;Air Chathams;air;3C-CVA;;;;
Koln;DECGN;DE;;50.95;6.93;ocean;;Air Guilin;air;GT-CGH;;;;
Cuxhaven;DECUX;DE;;53.88;8.7;ocean;;Starlight Airlines;air;QP--;;;;
Dusseldorf;DEDUS;DE;;51.23;6.78;ocean;;US Airways;air;US-AWE;;;;
Elsfleth;DEELS;DE;;53.23;8.47;ocean;;British Airways;air;BA-BAW;;;;
Emden;DEEME;DE;;53.37;7.22;ocean;;Brava Linhas Aéreas;air;N7-NHG;;;;
Flensburg;DEFLF;DE;;547.937.431;94.469.964;ocean;;WDL Aviation;air;WH-WDL;;;;
Hamburg;DEHAM;DE;;535.510.846;99.936.818;ocean;;Sun Air;air;S6-SNR;;;;
Harburg;DEHBU;DE;;534.607.785;99.834.184;ocean;;Jambojet;air;JM-JMA;;;;
Hamm;DEHMM;DE;;51.68;7.8;ocean;;Norwegian Long Haul;air;DU-NLH;;;;
Kiel;DEKEL;DE;;54.33;10.13;ocean;;CEIBA Intercontinental;air;C2-CEL;;;;
Kriegenbrunn;DEKGU;DE;;495.563.955;109.556.919;ocean;;Polar Airlines;air;PI-RKA;;;;
Kochendorf;DEKHO;DE;;492.178.183;92.116.149;ocean;;Japan Air Commuter;air;JC-JAC;;;;
Lubeck;DELBC;DE;;538.654.673;106.865.593;ocean;;Air Sunshine;air;YI-RSI;;;;
Leer;DELEE;DE;;53.235.657;74.679.018;ocean;;NetJets;air;1I-EJA;;;;
Mannheim;DEMHG;DE;;49.48;8.45;ocean;;Estafeta Carga Aérea;air;E7-ESF;;;;
Nordenham;DENHA;DE;;53.5;8.48;ocean;;Sky Gabon;air;GV-SKG;;;;
Nordstrand;DENOR;DE;;545.108.878;89.246.523;ocean;;Eagle Air Iceland;air;IS-FEI;;;;
Pfronten;DEPFR;DE;;475.766.418;105.264.351;ocean;;Jetways Airlines;air;WU-JWX;;;;
Rostock;DERSK;DE;;54.08;12.13;ocean;;Buraq Air;air;UZ-BRQ;;;;
Wedel;DEWED;DE;;535.823.813;97.137.465;ocean;;Podeba;air;DP-PBD;;;;
Worms;DEWOR;DE;;496.341.372;83.507.182;ocean;;Georgian Airlines;air;A9-TGZ;;;;
Wilhelmshaven;DEWVN;DE;;53.52;8.13;ocean;;LATAM Cargo Mexico;air;M7-MAA;;;;
Djibouti;DJJIB;DJ;;115.720.765;431.456.475;ocean;;Veca Airlines;air;VU-VAR;;;;
Djibouti;DJPOD;DJ;;115.720.765;431.456.475;ocean;;Solaseed Air;air;6J-SNJ;;;;
Aalborg;DKAAL;DK;;570.488.195;9.921.747;ocean;;Air Urga;air;3N-URG;;;;
Aarhus;DKAAR;DK;;56.15;10.22;ocean;;AsiaCargo Express;air;3G-CXM;;;;
Assens;DKASN;DK;;552.702.263;99.008.188;ocean;;Nesma Airlines (Saudi Arabia);air;NA-NSS;;;;
Kobenhavn;DKCPH;DK;;55.67;12.58;ocean;;Airbus;air;VK-AIB;;;;
Esbjerg;DKEBJ;DK;;55.476.466;8.459.405;ocean;;Fly Corporate;air;FC--;;;;
Fredericia;DKFRC;DK;;555.689.298;9.749.517;ocean;;CemAir;air;5Z-KEM;;;;
Hirtshals;DKHIR;DK;;57.586.953;99.668.379;ocean;;Karthago Airlines;air;5R-KAJ;;;;
Helsingor;DKHLS;DK;;56.030.787;12.592.127;ocean;;Cronos Airlines;air;C8-CRA;;;;
Holstebro;DKHSB;DK;;56.361.534;8.621.727;ocean;;LATAM Colombia;air;4C-ARE;;;;
Kalundborg;DKKAL;DK;;55.686.429;11.089.188;ocean;;AtlasGlobal;air;KK-KKK;;;;
Kerteminde;DKKTD;DK;;55.455.882;10.654.979;ocean;;TAP Express;air;NI-PGA;;;;
Nyborg;DKNBG;DK;;55.324.169;10.799.561;ocean;;Primera Air Nordic;air;6F-PRW;;;;
Odense;DKODE;DK;;55.403.756;1.040.237;ocean;;Med-View Airlines;air;VL-MEV;;;;
Rungsted;DKRUG;DK;;55.88;12.52;ocean;;KLM Royal Dutch Airlines;air;KL-KLM;;;;
Skagen;DKSKA;DK;;57.725.004;10.579.186;ocean;;Blue Panorama Airlines;air;BV-BPA;;;;
Svendborg;DKSVE;DK;;55.067.434;10.607.282;ocean;;Kuwait Airways;air;KU-KAC;;;;
Roseau;DMRSU;DM;;153.091.676;-613.793.554;ocean;;SunExpress Deutschland;air;XG-SXD;;;;
Caucedo;DOCAU;DO;;18.42;-69.63;ocean;;Kulula.com;air;MN-CAW;;;;
Rio Haina;DOHAI;DO;;185.132.686;-700.731.075;ocean;;TUIfly;air;X3-TUI;;;;
Manzanillo;DOMAN;DO;;19.7;-71.75;ocean;;Hinterland Aviation;air;OI-HND;;;;
Puerto Plata;DOPOP;DO;;197.807.686;-706.871.091;ocean;;Tassili Airlines;air;SF-DTH;;;;
Santo Domingo;DOSDQ;DO;;18.47;-69.9;ocean;;PrivatAir;air;PV-PTI;;;;
San Pedro de Macoris;DOSPM;DO;;18.45;-69.3;ocean;;Corendon Airlines;air;XC-CAI;;;;
Annaba(ex Bone);DZAAE;DZ;;76.740.654;369.178.674;ocean;;Korean;air;;;;;
Alger(Algiers);DZALG;DZ;;36.75;3.05;ocean;;Austral Líneas Aéreas;air;AU-AUT;;;;
Bejaia(ex Bougie);DZBJA;DZ;;367.508.896;50.567.333;ocean;;One Airlines;air;IP-ONS;;;;
Ghardaia;DZGHA;DZ;;32.48;3.67;ocean;;Transavia;air;HV-TRA;;;;
Mostaganem;DZMOS;DZ;;360.131.235;0.1401381;ocean;;MenaJet;air;IM-MNJ;;;;
Oran;DZORN;DZ;;356.976.541;-0.6337376;ocean;;Fly All Ways;air;8W-EDR;;;;
Skikda(ex Philippeville);DZSKI;DZ;;3.687.152;6.910.181;ocean;;Evelop Airlines;air;E9-EVE;;;;
Bahia de Caraquez;ECBHA;EC;;-0.55;-80.5;ocean;;Business Air;air;8B-BCC;;;;
Chanduy;ECCHA;EC;;-2.42;-80.67;ocean;;La Compagnie;air;B0-DJT;;;;
Esmeraldas;ECESM;EC;;0.98;-79.7;ocean;;Irtysh Air;air;IH-MZA;;;;
Guayaquil;ECGYE;EC;;-2.17;-79.9;ocean;;UTair Aviation;air;UT-UTA;;;;
La Libertad;ECLLD;EC;;-2.23;-80.9;ocean;;Air Flamenco;air;F4-WAF;;;;
Manta;ECMEC;EC;;-0.95;-80.73;ocean;;Air Liaison;air;Q9-LIZ;;;;
Monteverde;ECMTV;EC;;-2.03;-80.72;ocean;;Ravn Alaska;air;7H-RVF;;;;
Puerto Bolivar;ECPBO;EC;;-3.27;-79.98;ocean;;Aigle Azur;air;ZI-AAF;;;;
Haldi;EEHLD;EE;;588.093.999;224.658.999;ocean;;APG Airlines;air;GP-RIV;;;;
Muuga;EEMUG;EE;;59.5;24.97;ocean;;Khors Air;air;KO-KHO;;;;
Tallinn;EETLL;EE;;59.43;24.73;ocean;;Travel Service Airlines;air;QS-TVS;;;;
Ain Sukhna;EGAIS;EG;;296.325.617;323.300.171;ocean;;Citilink;air;QG-CTV;;;;
El Iskandariya(Alexandria);EGALY;EG;;313.091.118;300.625.938;ocean;;Florida West International Airways;air;RF-FWL;;;;
Dumyat(Damietta);EGDAM;EG;;31.42;31.82;ocean;;Southwest Airlines;air;WN-SWA;;;;
El Dekheila;EGEDK;EG;;307.051.537;307.716.308;ocean;;Aeropostal – Alas de Venezuela;air;VH-ALV;;;;
Port Said;EGPSD;EG;;312.652.893;323.018.661;ocean;;Omni Air International;air;OY-OAE;;;;
Sokhna Port;EGSOK;EG;;29.65;32.35;ocean;;Air Madagascar;air;MD-MDG;;;;
As Suways(Suez);EGSUZ;EG;;29.97;32.52;ocean;;Kabo Air;air;N9-QNK;;;;
Assab;ERASA;ER;;13;42.73;ocean;;Juneyao Airlines;air;HO-DKH;;;;
Massawa(Mitsiwa);ERMSW;ER;;15.6;39.45;ocean;;Azur Air Ukraine;air;QU-UTN;;;;
Lanzarote;ESACE;ES;;28.97;-13.53;ocean;;Atlantic Airways;air;RC-FLI;;;;
Malaga;ESAGP;ES;;36.72;-4.42;ocean;;Kalitta Air;air;K4-CKS;;;;
Alicante;ESALC;ES;;383.459.963;-0.4906855;ocean;;Air Astana;air;KC-KZR;;;;
Algeciras;ESALG;ES;;361.407.591;-5.456.233;ocean;;Ethiopian Airlines;air;ET-ETH;;;;
Aviles;ESAVS;ES;;435.579.523;-59.246.653;ocean;;Originair;air;OG-OGN;;;;
Barcelona;ESBCN;ES;;413.850.639;21.734.035;ocean;;Cham Wings Airlines;air;6Q-SAW;;;;
Bilbao;ESBIO;ES;;43.25;-2.97;ocean;;Jet2 holidays;air;LS-EXS;;;;
Bermeo;ESBRM;ES;;43.43;-2.72;ocean;;Tigerair Australia;air;TT-TGG;;;;
Cadiz;ESCAD;ES;;365.270.612;-62.885.962;ocean;;Caicos Express Airways;air;9Q-CXE;;;;
Cartagena;ESCAR;ES;;376.256.827;-0.9965839;ocean;;Chengdu Airlines;air;EU-UEA;;;;
Castellon de la Plana;ESCAS;ES;;39.98;-0.03;ocean;;Vladivostok Air;air;XF-VLK;;;;
Ceuta;ESCEU;ES;;358.893.874;-53.213.455;ocean;;SkyBahamas;air;Q7-SBM;;;;
Ferez;ESFER;ES;;38.35;-2;ocean;;Buffalo Airways;air;J4-BFL;;;;
Puerto del Rosario - Fuerteventura;ESFUE;ES;;28.500.821;-138.628.367;ocean;;Solar Cargo;air;4S-OLC;;;;
Gijon;ESGIJ;ES;;43.53;-5.67;ocean;;My Indo Airlines;air;2Y-MY;;;;
Huelva;ESHUV;ES;;37.261.421;-69.447.224;ocean;;Air Deccan;air;DN-DKN;;;;
