NAME PORT;CODE;COUNTRY;CITY;LATITUD;LONGITUD;TYPE;;NAME SHIPPING LINE;TYPE;CODE;;transporte:;;Contenedor
Shaoyang Wugang Airport;CNWGN;CN;Shaoyang;26.802;110.642;air;;;;;;;;
Winchester Regional Airport;USWGO;US;Winchester;3.914.350.128;-7.814.440.155;air;;;;;;;;
Umbu Mehang Kunda Airport;IDWGP;ID;Waingapu - Sumba Island;-966.922;120.302.002;air;;;;;;;;
Wangaratta Airport;AUWGT;AU;;-3.641.579.819;1.463.070.068;air;;;;;;;;
Wagau Airport;PGWGU;PG;Wagau;-68.519;1.468.022;air;;;;;;;;
Wagny Airport;GAWGY;GA;Wagny;-0.6035;122.608;air;;;;;;;;
Hyder Seaplane Base;USWHD;US;Hyder;55.903.324;-130.009.975;air;;;;;;;;
Wadi Halfa Airport;SDWHF;SD;Wadi Halfa;2.180.269.814;3.152.157.784;air;;;;;;;;
Whakatane Airport;NZWHK;NZ;;-3.792.060.089;1.769.140.015;air;;;;;;;;
Welshpool Airport;AUWHL;AU;Welshpool;-38.682.382;146.445.331;air;;;;;;;;
Franz Josef Aerodrome;NZWHO;NZ;;-4.336.309.814;1.701.340.027;air;;;;;;;;
Whiteman Airport;USWHP;US;Los Angeles;3.425.930.023;-118.413.002;air;;;;;;;;
Whalsay Airport;GBWHS;GB;Whalsay;6.037.749.863;-0.925556004;air;;;;;;;;
Wharton Regional Airport;USWHT;US;Wharton;2,54E+23;-9.615.440.369;air;;;;;;;;
Wuhu Air Base;CNWHU;CN;Wuhu;313.906;118.408.997;air;;;;;;;;
Wilbarger County Airport;USWIB;US;Vernon;3.422.570.038;-9.928.379.822;air;;;;;;;;
Wick Airport;GBWIC;GB;Wick;5.845.890.045;-3.093.060.017;air;;;;;;;;
RAF Wildenrath;DEWID;DE;British Armed Forces;511.141;62.151;air;;;;;;;;
Wiesbaden Army Airfield;DEWIE;DE;Wiesbaden;5.004.980.087;8.325.400.352;air;;;;;;;;
Waiheke Reeve Airport;NZWIK;NZ;;-3.680.889.893;1.750.859.985;air;;;;;;;;
Nairobi Wilson Airport;KEWIL;KE;Nairobi;-1.321.720.004;3.681.480.026;air;;;;;;;;
Winton Airport;AUWIN;AU;;-2.236.359.978;1.430.859.985;air;;;;;;;;
Wilcannia Airport;AUWIO;AU;;12426758;143.375;air;;;;;;;;
Wairoa Airport;NZWIR;NZ;Wairoa;-3.900.690.079;1.774.069.977;air;;;;;;;;
Wittenoom Airport;AUWIT;AU;;2.221.829.987;1.183.479.996;air;;;;;;;;
Witu Airport;PGWIU;PG;Garove Island;-4.689.522;149.440.112;air;;;;;;;;
Woja Airport;MHWJA;MH;Woja;3333333;168.55;air;;;;;;;;
General WM J Fox Airfield;USWJF;US;Lancaster;3.474.110.031;-1.182.190.018;air;;;;;;;;
Wajir Airport;KEWJR;KE;Wajir;173.324;40.091.599;air;;;;;;;;
Wonju / Hoengseong Air Base(K - 38 / K - 46);KRWJU;KR;Wonju;37.441.201;127.963.858;air;;;;;;;;
Wanaka Airport;NZWKA;NZ;;-4.472.219.849;1.692.460.022;air;;;;;;;;
Warracknabeal Airport;AUWKB;AU;;-3.632.109.833;1.424.190.063;air;;;;;;;;
Waterkloof Air Force Base;ZAWKF;ZA;Pretoria;-2.582.999.992;2.822.249.985;air;;;;;;;;
Hwange(Town) Airport;ZWWKI;ZW;Hwange;-18.362.967;26.519.791;air;;;;;;;;
Wakkanai Airport;JPWKJ;JP;Wakkanai;4.540.420.151;1.418.009.949;air;;;;;;;;
Aleknagik / New Airport;USWKK;US;Aleknagik;592.826.004;-1.586.179.962;air;;;;;;;;
Waikoloa Heliport;USWKL;US;Waikoloa Village;199.205;-1.558.607;air;;;;;;;;
Wakunai Airport;PGWKN;PG;Wakunai;-58.603;1.552.223;air;;;;;;;;
Abaco I Walker C Airport;BSWKR;BS;;2.726.670.074;-7.839.969.635;air;;;;;;;;
Wallal Airport;AUWLA;AU;Wallal;-1.977.359.962;1.206.490.021;air;;;;;;;;
Walcha Airport;AUWLC;AU;;-31;1.515.670.013;air;;;;;;;;
Strother Field;USWLD;US;Winfield / Arkansas City;3.716.859.818;-9.703.759.766;air;;;;;;;;
Miles Airport;AUWLE;AU;;-2.680.830.002;1.501.750.031;air;;;;;;;;
Wellington International Airport;NZWLG;NZ;Wellington;-4.132.720.184;1.748.049.927;air;;;;;;;;
Walaha Airport;VUWLH;VU;Walaha;1,20E+18;1.676.909.943;air;;;;;;;;
Selawik Airport;USWLK;US;Selawik;6.660.009.766;-1.599.859.924;air;;;;;;;;
Wollogorang Airport;AUWLL;AU;;-172.199;13.793.453;air;;;;;;;;
Waterloo Airport;AUWLO;AU;;-1.662.999.916;1.293.200.073;air;;;;;;;;
West Angelas Airport;AUWLP;AU;;-2.313.555.556;1.187.072.222;air;;;;;;;;
Loring Seaplane Base;USWLR;US;Loring;5.560.129.929;-1.316.369.934;air;;;;;;;;
Hihifo Airport;WFWLS;WF;Wallis Island;-1.323.830.032;-1.761.990.051;air;;;;;;;;
Willows Glenn County Airport;USWLW;US;Willows;3.951.639.938;-1.222.180.023;air;;;;;;;;
Mandritsara Airport;MGWMA;MG;Mandritsara;-15.833.049;48.833.284;air;;;;;;;;
Warrnambool Airport;AUWMB;AU;;-3.829.529.953;1.424.470.062;air;;;;;;;;
Winnemucca Municipal Airport;USWMC;US;Winnemucca;4.089.659.882;-1.178.059.998;air;;;;;;;;
Mandabe Airport;MGWMD;MG;Mandabe;-2.104.630.493;4.494.041.204;air;;;;;;;;
Mount Keith Airport;AUWME;AU;;-2.728.639.984;1.205.550.003;air;;;;;;;;
Ozark Regional Airport;USWMH;US;Mountain Home;363.689.003;-9.247.049.713;air;;;;;;;;
Modlin Airport;PLWMI;PL;Warsaw;2.451.099;206.518;air;;;;;;;;
Meyers Chuck Seaplane Base;USWMK;US;Meyers Chuck;5.573.960.114;-1.322.550.049;air;;;;;;;;
Malaimbandy Airport;MGWML;MG;Malaimbandy;5,54E+18;4.554.337.263;air;;;;;;;;
Maroantsetra Airport;MGWMN;MG;;1.543.669.987;4.968.830.109;air;;;;;;;;
White Mountain Airport;USWMO;US;White Mountain;6.468.920.136;-1.634.129.944;air;;;;;;;;
Mampikony Airport;MGWMP;MG;Mampikony;-1.607.226.934;4.764.416.456;air;;;;;;;;
Mananara Nord Airport;MGWMR;MG;Mananara Nord;-1.616.390.038;497.737.999;air;;;;;;;;
Zunyi Maotai Airport;CNWMT;CN;Zunyi;2.781.638;10.633.268;air;;;;;;;;
Wamena Airport;IDWMX;ID;Wamena - Papua Island;-410.251;138.957.001;air;;;;;;;;
Napakiak Airport;USWNA;US;Napakiak;6.069.029.999;-1.619.790.039;air;;;;;;;;
Windarra Airport;AUWND;AU;;-2.847.500.038;1.222.419.968;air;;;;;;;;
Wenshan Puzhehei Airport;CNWNH;CN;Wenshan;235.583;1.043.255;air;;;;;;;;
Wunnumin Lake Airport;CAWNN;CA;Wunnumin Lake;5.289.390.182;-8.928.919.983;air;;;;;;;;
Naga Airport;PHWNP;PH;Naga;135.848.999;1.232.699.966;air;;;;;;;;
Windorah Airport;AUWNR;AU;;-2.541.309.929;1.426.670.074;air;;;;;;;;
Shaheed Benazirabad Airport;PKWNS;PK;Nawabashah;262.194;68.390.099;air;;;;;;;;
Wanuma Airport;PGWNU;PG;Wanuma;-48.961;1.453.213;air;;;;;;;;
Wenzhou Longwan International Airport;CNWNZ;CN;Wenzhou;27.912.201;120.851.997;air;;;;;;;;
Wonenara Airport;PGWOA;PG;Wonenara;9,69E+18;1.458.919.444;air;;;;;;;;
Woensdrecht Air Base;NLWOE;NL;Bergen Op Zoom;514.491;434.203;air;;;;;;;;
Wonken Airport;VEWOK;VE;Wonken;5.25;-6.173.333.359;air;;;;;;;;
Wollongong Airport;AUWOL;AU;;-3.456.110.001;1.507.890.015;air;;;;;;;;
Wondoola Airport;AUWON;AU;Wondoola;-1.857.500.076;1.408.919.983;air;;;;;;;;
Wonsan Kalma International Airport;KPWOS;KP;Wonsan;9.166.801;127.486;air;;;;;;;;
Wang - an Airport;TWWOT;TW;Wang - an;2.336.737.251;1.195.027.771;air;;;;;;;;
Willow Airport;USWOW;US;Willow;6.175.419.998;-150.052.002;air;;;;;;;;
Cabo 1° Juan Román Airport;CLWPA;CL;Puerto Aysen;-4.539.920.044;-7.267.030.334;air;;;;;;;;
Port Bergé Airport;MGWPB;MG;Port Bergé;-15.584.286;47.623.587;air;;;;;;;;
Pincher Creek Airport;CAWPC;CA;Pincher Creek;5,21E+27;-1.139.970.016;air;;;;;;;;
Wrotham Park Airport;AUWPK;AU;;166.583.004;1.440.019.989;air;;;;;;;;
Powell Lake Seaplane Base;CAWPL;CA;;4.988.330.078;-1.245.329.971;air;;;;;;;;
Wipim Airport;PGWPM;PG;Wipim;8,82E+18;1.428.820.038;air;;;;;;;;
North Fork Valley Airport;USWPO;US;Paonia;3.883.169.937;-1.076.460.037;air;;;;;;;;
Capitan Fuentes Martinez Airport Airport;CLWPR;CL;Porvenir;-5.325.370.026;-7.031.919.861;air;;;;;;;;
Guardiamarina Zañartu Airport;CLWPU;CL;Puerto Williams;-5.493.109.894;-67.626.297;air;;;;;;;;
Warder Airport;ETWRA;ET;Warder;69.724;453.334;air;;;;;;;;
Robins Air Force Base;USWRB;US;Warner Robins;3.264.009.857;-8.359.190.369;air;;;;;;;;
Whangarei Airport;NZWRE;NZ;;-357.682.991;1.743.650.055;air;;;;;;;;
Wrangell Airport;USWRG;US;Wrangell;5.648.429.871;-1.323.699.951;air;;;;;;;;
Mc Guire Air Force Base;USWRI;US;Wrightstown;400.155.983;-7.459.169.769;air;;;;;;;;
Worland Municipal Airport;USWRL;US;Worland;4.396.569.824;-1.079.509.964;air;;;;;;;;
Windarling Airport;AUWRN;AU;Windarling Mine;0.031667;119.39;air;;;;;;;;
Copernicus Wrocław Airport;PLWRO;PL;Wrocław;5.110.269.928;1.688.579.941;air;;;;;;;;
Warton Airport;GBWRT;GB;Warton;53.745.098;-288.306;air;;;;;;;;
Warrawagine Airport;AUWRW;AU;;-2.084.420.013;1.207.020.035;air;;;;;;;;
Westray Airport;GBWRY;GB;Westray;5.935.029.984;-2.950.000.048;air;;;;;;;;
Weerawila Airport;LKWRZ;LK;Weerawila;6.254.489.899;8.123.519.897;air;;;;;;;;
Wasua Airport;PGWSA;PG;Wasua;-82.836;1.428.697;air;;;;;;;;
Steamboat Bay Seaplane Base;USWSB;US;Steamboat Bay;5.552.959.824;-1.336.419.983;air;;;;;;;;
Condron Army Air Field;USWSD;US;White Sands;3.234.149.933;-1.064.029.999;air;;;;;;;;
Washington County Airport;USWSG;US;Washington;4.013.650.131;-8.029.019.928;air;;;;;;;;
Brookhaven Airport;USWSH;US;Shirley;4.082.189.941;-7.286.940.002;air;;;;;;;;
Wiseman Airport;USWSM;US;Wiseman;6.740.460.205;-1.501.230.011;air;;;;;;;;
South Naknek Nr 2 Airport;USWSN;US;South Naknek;5.870.339.966;-1.570.079.956;air;;;;;;;;
Washabo Airport;SRWSO;SR;Washabo;5.215.277;-57.185.302;air;;;;;;;;
Waspam Airport;NIWSP;NI;Waspam;1.473.919.964;-839.693.985;air;;;;;;;;
Wasior Airport;IDWSR;ID;Wasior - Papua Island;-2.721;1.345.061;air;;;;;;;;
Westerly State Airport;USWST;US;Westerly;4.134.960.175;-7.180.339.813;air;;;;;;;;
Wasu Airport;PGWSU;PG;Wasu;5.961.709.449;1.471.982.253;air;;;;;;;;
Westsound / Wsx Seaplane Base;USWSX;US;Westsound;4.861.790.085;-1.229.530.029;air;;;;;;;;
Whitsunday Island Airport;AUWSY;AU;;2.027.611;148.755;air;;;;;;;;
Westport Airport;NZWSZ;NZ;;-4.173.809.814;1.715.809.937;air;;;;;;;;
Tambohorano Airport;MGWTA;MG;Tambohorano;-1.747.610.092;4.397.280.121;air;;;;;;;;
Toowoomba Wellcamp Airport;AUWTB;AU;Toowoomba;-27.558.332;151.793.335;air;;;;;;;;
West End Airport;BSWTD;BS;West End;2.668.530.083;-7.897.499.847;air;;;;;;;;
Wotje Atoll Airport;MHWTE;MH;Wotje Atoll;9.458.333;170.238.611;air;;;;;;;;
Noatak Airport;USWTK;US;Noatak;6.756.610.107;-1.629.750.061;air;;;;;;;;
Tuntutuliak Airport;USWTL;US;Tuntutuliak;6.033.530.045;-1.626.670.074;air;;;;;;;;
RAF Waddington;GBWTN;GB;Waddington;5.316.619.873;-0.523810983;air;;;;;;;;
Wotho Island Airport;MHWTO;MH;Wotho Island;1.017.329.979;166.003.006;air;;;;;;;;
Woitape Airport;PGWTP;PG;Fatima Mission;583333333;1.472.525;air;;;;;;;;
Whiteriver Airport;USWTR;US;Whiteriver;338.125;-1.099.869.995;air;;;;;;;;
Tsiroanomandidy Airport;MGWTS;MG;Tsiroanomandidy;-18.759.677;46.054.065;air;;;;;;;;
Wantoat Airport;PGWTT;PG;Wantoat;-61.325;1.464.677.778;air;;;;;;;;
Whitianga Airport;NZWTZ;NZ;;-3.683.169.937;1.756.790.009;air;;;;;;;;
Wuhai Airport;CNWUA;CN;Wuhai;397.934;1.067.993;air;;;;;;;;
Wudinna Airport;AUWUD;AU;;-3.304.330.063;1.354.470.062;air;;;;;;;;
Wau Airport;PGWUG;PG;Wau;4,56E+18;1.467.186.111;air;;;;;;;;
Wuhan Tianhe International Airport;CNWUH;CN;Wuhan;307.838;114.208;air;;;;;;;;
Murrin Murrin Airport;AUWUI;AU;Murrin Murrin;-28.705.299;12.189.099;air;;;;;;;;
Wasum Airport;PGWUM;PG;Wasum;-60.491;149.337;air;;;;;;;;
Wiluna Airport;AUWUN;AU;;-2.662.919.998;1.202.210.007;air;;;;;;;;
Nanping Wuyishan Airport;CNWUS;CN;Wuyishan;277.019;118.000.999;air;;;;;;;;
Xinzhou Wutaishan Airport;CNWUT;CN;Xinzhou;38.597.456;112.969.173;air;;;;;;;;
Wau Airport;SSWUU;SS;Wau;5,83E+18;2.797.500.038;air;;;;;;;;
Wuvulu Island Airport;PGWUV;PG;Wuvulu Island;-1.736.111.111;1.428.366.667;air;;;;;;;;
Sunan Shuofang International Airport;CNWUX;CN;Wuxi;9.44E+13;1.204.290.009;air;;;;;;;;
Wuzhou Changzhoudao Airport;CNWUZ;CN;Wuzhou;23.456.699;111.248.001;air;;;;;;;;
Walvis Bay Airport;NAWVB;NA;Walvis Bay;-229.799;146.453;air;;;;;;;;
Watsonville Municipal Airport;USWVI;US;Watsonville;3.693.569.946;-1.217.900.009;air;;;;;;;;
Manakara Airport;MGWVK;MG;;2.211.969.948;4.802.170.181;air;;;;;;;;
Waterville Robert Lafleur Airport;USWVL;US;Waterville;4.453.319.931;-6.967.549.896;air;;;;;;;;
Wilhelmshaven - Mariensiel Airport;DEWVN;DE;Wilhelmshaven;3.502.220.154;8.052.222.252;air;;;;;;;;
Wasilla Airport;USWWA;US;Wasilla;6.157.170.105;-1.495.399.933;air;;;;;;;;
Cape May County Airport;USWWD;US;Wildwood;8,50E+17;-7.490.830.231;air;;;;;;;;
Woodie Woodie Airport;AUWWI;AU;Woodie Woodie;-2.166.279.984;1.212.340.012;air;;;;;;;;
Wewak International Airport;PGWWK;PG;Wewak;-3.583.830.118;1.436.690.063;air;;;;;;;;
Whale Pass Seaplane Float Harbor Facility;USWWP;US;Whale Pass;56.116.299;-133.121.994;air;;;;;;;;
West Woodward Airport;USWWR;US;Woodward;36.438;-995.226.667;air;;;;;;;;
Newtok Airport;USWWT;US;Newtok;6.093.909.836;-1.646.410.065;air;;;;;;;;
West Wyalong Airport;AUWWY;AU;West Wyalong;-3.393.719.864;1.471.909.943;air;;;;;;;;
Wanxian Airport;CNWXN;CN;Wanxian;308.017;108.433;air;;;;;;;;
Whyalla Airport;AUWYA;AU;Whyalla;-3.305.889.893;1.375.140.076;air;;;;;;;;
Yes Bay Lodge Seaplane Base;USWYB;US;Yes Bay;5.591.630.173;-1.318.009.949;air;;;;;;;;
Yengema Airport;SLWYE;SL;Yengema;8.610.469.818;-1.104.539.967;air;;;;;;;;
Wyndham Airport;AUWYN;AU;;-1.551.140.022;1.281.529.999;air;;;;;;;;
Yellowstone Airport;USWYS;US;West Yellowstone;4.468.840.027;-1.111.179.962;air;;;;;;;;
Urad Middle Banner;CNWZQ;CN;Urad Middle Banner;4.145.958;10.853.454;air;;;;;;;;
Abbeville;FRXAB;FR;Abbeville;50.143.501;1.831.891;air;;;;;;;;
Álamos Airport;MXXAL;MX;Álamos;27.035.701;-108.947.998;air;;;;;;;;
Serafin Enoss Bertaso Airport;BRXAP;BR;Chapecó;-2.713.419.914;-5.265.660.095;air;;;;;;;;
Aribinda Airport;BFXAR;BF;Aribinda;0.217000008;-0.883000016;air;;;;;;;;
Saúl Airport;GFXAU;GF;Saúl;361.361;-53.204.201;air;;;;;;;;
Blubber Bay Seaplane Base;CAXBB;CA;Blubber Bay;49.793.958;-124.621.064;air;;;;;;;;
Bearskin Lake Airport;CAXBE;CA;Bearskin Lake;5.396.559.906;-9.102.719.879;air;;;;;;;;
Bogande Airport;BFXBG;BF;Bogande;129.829.998;-0.166999996;air;;;;;;;;
Birjand Airport;IRXBJ;IR;Birjand;2.898.101.807;5.926.610.184;air;;;;;;;;
Biniguni Airport;PGXBN;PG;Biniguni;-96.425;1.493.038.889;air;;;;;;;;
Boulsa Airport;BFXBO;BF;Boulsa;1.264.999.962;-0.566999972;air;;;;;;;;
Brockville - Thousand Islands Regional Tackaberry Airport;CAXBR;CA;Brockville;4.463.940.048;-7.575.029.755;air;;;;;;;;
Bernay – St Martin Airport;FRXBX;FR;Creil;1,03E+27;0.56666702;air;;;;;;;;
Christmas Island Airport;CXXCH;CX;Christmas Island;-1.045.059.967;1.056.900.024;air;;;;;;;;
Cluff Lake Airport;CAXCL;CA;Cluff Lake;5.839.110.184;-1.095.159.988;air;;;;;;;;
Chatham Kent Airport;CAXCM;CA;Chatham - Kent;423.064.003;-8.208.190.155;air;;;;;;;;
Colac Airport;AUXCO;AU;;-382.867.012;1.436.799.927;air;;;;;;;;
Châlons - Vatry Airport;FRXCR;FR;Vatry;8.773.333.333;4.206.111.111;air;;;;;;;;
Charleville - Mézières Airport;FRXCZ;FR;Charleville - Mézières;4.978.390.121;4.647.079.945;air;;;;;;;;
Dax Seyresse Airport;FRXDA;FR;Perigueux;4.368.920.135;-1.068.889.976;air;;;;;;;;
Diebougou Airport;BFXDE;BF;Diebougou;265137;-3.25;air;;;;;;;;
Djibo Airport;BFXDJ;BF;Djibo;1.410.000.038;-1.633.000.016;air;;;;;;;;
Xingcheng Air Base;CNXEN;CN;;8,03E+18;120.697.998;air;;;;;;;;
Grand Geneva Resort Airport;USXES;US;Lake Geneva;42.614.899;-88.389.603;air;;;;;;;;
Xiangyang Liuji Airport;CNXFN;CN;Xiangfan;321.506;112.291;air;;;;;;;;
Hamburg - Finkenwerder Airport;DEXFW;DE;Hamburg;5.353.527.832;983.555.603;air;;;;;;;;
Gaoua Airport;BFXGA;BF;Gaoua;10.384.059;-3.163.454;air;;;;;;;;
Gorom - Gorom Airport;BFXGG;BF;Gorom - Gorom;1.444.999.981;-0.232999995;air;;;;;;;;
Xangongo Airport;AOXGN;AO;Xangongo;-167.553.997;1.496.529.961;air;;;;;;;;
Kangiqsualujjuaq(Georges River) Airport;CAXGR;CA;Kangiqsualujjuaq;5.871.139.908;-6.599.279.785;air;;;;;;;;
Xichang Qingshan Airport;CNXIC;CN;Xichang;279.890.995;1.021.839.981;air;;;;;;;;
Xienglom Airport;LAXIE;LA;Xienglom;196.203;100.815.332;air;;;;;;;;
Xinguara Municipal Airport;BRXIG;BR;Xinguara;-70.906;-499.765;air;;;;;;;;
Ahmed Al Jaber Air Base;KWXIJ;KW;Ahmed Al Jaber AB;2.893.479.919;4.779.190.063;air;;;;;;;;
Xilinhot Airport;CNXIL;CN;Xilinhot;4.391.559.982;1.159.639.969;air;;;;;;;;
Xingning Airport;CNXIN;CN;Xingning;241.492;115.758.003;air;;;;;;;;
Ilimanaq Heliport;GLXIQ;GL;Ilimanaq;69.080.915;-5.111.431.539;air;;;;;;;;
Xi'an Xianyang International Airport;CNXIY;CN;Xi'an;34.447.102;108.751.999;air;;;;;;;;
Al Udeid Air Base;QAXJD;QA;Ar Rayyan;2.511.730.003;5.131.499.863;air;;;;;;;;
Mangla Airport;PKXJM;PK;Mangla;3.305.009.842;7.363.839.722;air;;;;;;;;
Kantchari Airport;BFXKA;BF;Kantchari;9395;1.5;air;;;;;;;;
Xieng Khouang Airport;LAXKH;LA;Xieng Khouang;19.450.001;103.157.997;air;;;;;;;;
Kasabonika Airport;CAXKS;CA;Kasabonika;5.352.470.016;-8.864.279.938;air;;;;;;;;
Kaya Airport;BFXKY;BF;Kaya;1.306.700.039;-1.100.000.024;air;;;;;;;;
Lac Brochet Airport;CAXLB;CA;Lac Brochet;5.861.750.031;-1.014.690.018;air;;;;;;;;
Long Xuyên Airport;VNXLO;VN;Long Xuyên;10.330.134;105.473.144;air;;;;;;;;
Saint Louis Airport;SNXLS;SN;Saint Louis;1.605.080.032;-1.646.319.962;air;;;;;;;;
Leo Airport;BFXLU;BF;Leo;1.110.000.038;-2.099.999.905;air;;;;;;;;
Lemwerder Airport;DEXLW;DE;Lemwerder;3.144.699;862.444;air;;;;;;;;
Maramag Airport;PHXMA;PH;Maramag;77.538;1.250.333;air;;;;;;;;
Mallacoota Airport;AUXMC;AU;;-3.759.830.093;1.497.200.012;air;;;;;;;;
Madison Municipal Airport;USXMD;US;Madison;4.401.599.884;-9.708.589.935;air;;;;;;;;
Maubeuge - Élesmes Airport;FRXME;FR;Maubeuge / Élesmes;503.105.011;4.033.120.155;air;;;;;;;;
Mahendranagar Airport;NPXMG;NP;Mahendranagar;2.896.319.962;8.014.790.344;air;;;;;;;;
Manihi Airport;PFXMH;PF;;-144.368;-1.460.700.073;air;;;;;;;;
Masasi Airport;TZXMI;TZ;Masasi;-107.329.998;3.876.699.829;air;;;;;;;;
Minlaton Airport;AUXML;AU;;-34.75;1.375.330.048;air;;;;;;;;
Xiamen Gaoqi International Airport;CNXMN;CN;Xiamen;2.454.400.063;1.181.279.984;air;;;;;;;;
Macmillan Pass Airport;CAXMP;CA;Macmillan Pass;6.318.109.894;-1.302.019.959;air;;;;;;;;
Coronel E Carvajal Airport;ECXMS;EC;Macas;-2.299.170.017;-781.207.962;air;;;;;;;;
Montauban Airport;FRXMW;FR;Montauban;4.402.569.962;1.378.039.956;air;;;;;;;;
Yam Island Airport;AUXMY;AU;Yam Island;-9.901.109.695;142.776.001;air;;;;;;;;
Northwest Arkansas Regional Airport;USXNA;US;Fayetteville / Springdale / Rogers;36.281.898;-94.306.801;air;;;;;;;;
Quảng Ngãi Airfield;VNXNG;VN;Quảng Ngãi;15.115.474;108.771.816;air;;;;;;;;
Xining Caojiabu Airport;CNXNN;CN;Xining;365.275;102.042.999;air;;;;;;;;
Xingtai Dalian Airport;CNXNT;CN;Xingtai;368.831;1.144.293;air;;;;;;;;
Nouna Airport;BFXNU;BF;Nouna;12.75;-3.867.000.103;air;;;;;;;;
Orange - Caritat(BA 115) Air Base;FRXOG;FR;Orange / Caritat;4.414.049.911;48.667.202;air;;;;;;;;
Pama Airport;BFXPA;BF;Pama;11.25;0.699999988;air;;;;;;;;
Pukatawagan Airport;CAXPK;CA;Pukatawagan;5.574.919.891;-1.012.659.988;air;;;;;;;;
Coronel Enrique Soto Cano Air Base;HNXPL;HN;Comayagua;143.824;-87.621.201;air;;;;;;;;
Poplar River Airport;CAXPP;CA;Poplar River;5.299.652.588;-9.727.419.376;air;;;;;;;;
Pine Ridge Airport;USXPR;US;Pine Ridge;4.302.249.908;-1.025.110.016;air;;;;;;;;
Joint Base Balad;IQXQC;IQ;Balad;3.394.020.081;4.436.159.897;air;;;;;;;;
Quepos Managua Airport;CRXQP;CR;Quepos;9.443.160.057;-8.412.979.889;air;;;;;;;;
Qualicum Beach Airport;CAXQU;CA;Qualicum Beach;493.372;-124.393.997;air;;;;;;;;
RAAF Base Richmond;AUXRH;AU;Richmond;-33.600.601;150.781.006;air;;;;;;;;
Ross River Airport;CAXRR;CA;Ross River;6.197.060.013;-1.324.230.042;air;;;;;;;;
Jerez Airport;ESXRY;ES;Jerez de la Forntera;3.674.459.839;-6.060.110.092;air;;;;;;;;
Sir Bani Yas Airport;AEXSB;AE;;24.283.611;52.580.278;air;;;;;;;;
South Caicos Airport;TCXSC;TC;;1,57E+18;-7.152.850.342;air;;;;;;;;
Tonopah Test Range Airport;USXSD;US;Tonopah;3.779.880.142;-1.167.809.982;air;;;;;;;;
Sebba Airport;BFXSE;BF;Sebba;1.344.999.981;0.51700002;air;;;;;;;;
South Indian Lake Airport;CAXSI;CA;South Indian Lake;567.928.009;-9.890.720.367;air;;;;;;;;
Siocon Airport;PHXSO;PH;;1,05E+18;1.221.611.881;air;;;;;;;;
Seletar Airport;SGXSP;SG;Seletar;1.416.949.987;1.038.679.962;air;;;;;;;;
Thargomindah Airport;AUXTG;AU;;-279.864.006;1.438.110.046;air;;;;;;;;
Tadoule Lake Airport;CAXTL;CA;Tadoule Lake;587.061;-98.512.199;air;;;;;;;;
Taroom Airport;AUXTO;AU;;-2.580.170.059;1.498.999.939;air;;;;;;;;
Tara Airport;AUXTR;AU;;2.715.670.013;150.477.005;air;;;;;;;;
Xuzhou Guanyin Airport;CNXUZ;CN;Xuzhou;34.059.056;117.555.278;air;;;;;;;;
Vinh Long Airfield;VNXVL;VN;Vinh Long;102.509;1.059.445;air;;;;;;;;
Valenciennes - Denain Airport;FRXVS;FR;Valenciennes / Denain;5.032.580.185;346.126.008;air;;;;;;;;
Ziro Airport;INZER;IN;Ziro;27.588.301;93.828.102;air;;;;;;;;
Riyadh Air Base;SAXXN;SA;Riyadh;2.470.980.072;4.672.520.065;air;;;;;;;;
Yandina Airport;SBXYA;SB;Yandina;-9.092.816;15.921.841;air;;;;;;;;
Ye Airport;MMXYE;MM;Ye;1.530.000.019;9.786.699.677;air;;;;;;;;
Edwaki Airport;PGXYR;PG;Yellow River Mission;-3.883.986;141.792.234;air;;;;;;;;
Zabré Airport;BFXZA;BF;Zabré;1.116.699.982;-0.616999984;air;;;;;;;;
Anahim Lake Airport;CAYAA;CA;Anahim Lake;5.245.249.939;-1.253.030.014;air;;;;;;;;
Arctic Bay Airport;CAYAB;CA;Arctic Bay;7.300.576.682;-8.504.250.526;air;;;;;;;;
Cat Lake Airport;CAYAC;CA;Cat Lake;5.172.719.955;-9.182.440.186;air;;;;;;;;
Moose Lake Airport;CAYAD;CA;;5.370.625.896;-1.003.439.713;air;;;;;;;;
Fort Frances Municipal Airport;CAYAG;CA;Fort Frances;4.865.420.151;-9.343.969.727;air;;;;;;;;
La Grande - 4 Airport;CAYAH;CA;La Grande - 4;5.375.469.971;-736.753.006;air;;;;;;;;
Gral . Bernardo O´Higgins Airport;CLYAI;CL;Chillan;-3.658.250.046;-7.203.140.259;air;;;;;;;;
Lyall Harbour Seaplane Base;CAYAJ;CA;Saturna Island;487.952;-1.231.816;air;;;;;;;;
Yakutat Airport;USYAK;US;Yakutat;5.950.329.971;-1.396.600.037;air;;;;;;;;
Alert Bay Airport;CAYAL;CA;Alert Bay;505.821.991;-1.269.160.004;air;;;;;;;;
Sault Ste Marie Airport;CAYAM;CA;Sault Ste Marie;4.648.500.061;-8.450.939.941;air;;;;;;;;
Yangambi Airport;CDYAN;CD;Yangambi;0.782999992;2.446.699.905;air;;;;;;;;
Yaoundé Airport;CMYAO;CM;Yaoundé;383.604.002;1.152.350.044;air;;;;;;;;
Yap International Airport;FMYAP;FM;Yap Island;949.891;138.082.993;air;;;;;;;;
